Date,Delta,Mariposa,Moulton_W,Colusa_W,Tisdale_W,Fremont_W,Sac_W,Knights_C,Bypass 1,Bypass 2,Bypass 3,KNGN,Chowby 
10/1/1921,0.5,1,0,0,0,0,0,0,0,0,0,0,122329
11/1/1921,0.5,1,0,0,0,0,0,0,0,0,0,0,122329
12/1/1921,0.5,1,0,0,509700.7302,0,0,0,0,0,0,0,122329
1/1/1922,0.5,1,0,0,0,0,0,0,0,0,0,0,122329
2/1/1922,0.5,1,0,0,5092029.756,0,0,0,0,0,0,0,122329
3/1/1922,0.5,1,0,0,704820.5409,0,0,0,0,0,0,0,122329
4/1/1922,0.5,1,0,0,1329071.201,0,0,205738.576,0,0,0,0,122329
5/1/1922,0.5,1,0,0,0,0,0,199101.8477,0,0,0,1550844.112,122329
6/1/1922,0.5,1,0,0,0,0,0,123443.1456,0,0,0,1695285.866,122329
7/1/1922,0.5,1,0,0,0,0,0,119461.1086,0,0,0,576240.5677,122329
8/1/1922,0.5,1,0,0,0,0,0,119461.1086,0,0,0,0,122329
9/1/1922,0.5,1,0,0,0,0,0,82295.43039,0,0,0,0,122329
10/1/1922,0.5,1,0,0,0,0,0,0,0,0,0,0,122329
11/1/1922,0.5,1,0,0,0,0,0,0,0,0,0,0,122329
12/1/1922,0.5,1,0,0,668982.2084,0,0,0,0,0,0,0,122329
1/1/1923,0.5,1,0,0,521646.841,0,0,0,0,0,0,0,122329
2/1/1923,0.5,1,0,0,0,0,0,0,0,0,0,0,122329
3/1/1923,0.5,1,0,0,0,0,0,0,0,0,0,0,122329
4/1/1923,0.5,1,0,0,818839.5324,0,0,205738.576,0,0,0,553848.2465,122329
5/1/1923,0.5,1,0,0,0,0,0,199101.8477,0,0,0,1187244.318,122329
6/1/1923,0.5,1,0,0,0,0,0,123443.1456,0,0,0,775593.2837,122329
7/1/1923,0.5,1,0,0,0,0,0,119461.1086,0,0,0,459646.5257,122329
8/1/1923,0.5,1,0,0,0,0,0,119461.1086,0,0,0,0,122329
9/1/1923,0.5,1,0,0,0,0,0,82295.43039,0,0,0,0,122329
10/1/1923,0.5,1,0,0,0,0,0,0,0,0,0,0,122329
11/1/1923,0.5,1,0,0,0,0,0,0,0,0,0,0,122329
12/1/1923,0.5,1,0,0,0,0,0,0,0,0,0,0,122329
1/1/1924,0.5,1,0,0,0,0,0,0,0,0,0,0,122329
2/1/1924,0.5,1,0,0,881128.6599,0,0,0,0,0,0,0,122329
3/1/1924,0.5,1,0,0,0,0,0,0,0,0,0,0,122329
4/1/1924,0.5,1,0,0,0,0,0,205738.576,0,0,0,275854.2827,122329
5/1/1924,0.5,1,0,0,0,0,0,199101.8477,0,0,0,403260.8824,122329
6/1/1924,0.5,1,0,0,0,0,0,123443.1456,0,0,0,0,122329
7/1/1924,0.5,1,0,0,0,0,0,119461.1086,0,0,0,0,122329
8/1/1924,0.5,1,0,0,0,0,0,119461.1086,0,0,0,0,122329
9/1/1924,0.5,1,0,0,0,0,0,82295.43039,0,0,0,0,122329
10/1/1924,0.5,1,0,0,0,0,0,0,0,0,0,0,122329
11/1/1924,0.5,1,0,0,0,0,0,0,0,0,0,0,122329
12/1/1924,0.5,1,0,0,0,0,0,0,0,0,0,0,122329
1/1/1925,0.5,1,0,0,0,0,0,0,0,0,0,0,122329
2/1/1925,0.5,1,0,0,21827393.35,55990283.89,0,8156064.976,0,0,0,0,122329
3/1/1925,0.5,1,0,0,1007455.349,358383.3259,0,477844.4345,0,0,0,0,122329
4/1/1925,0.5,1,0,0,4468641.87,0,0,822954.3039,0,0,0,516280.3826,122329
5/1/1925,0.5,1,0,0,0,0,0,199101.8477,0,0,0,953618.2099,122329
6/1/1925,0.5,1,0,0,0,0,0,123443.1456,0,0,0,747036.7694,122329
7/1/1925,0.5,1,0,0,0,0,0,119461.1086,0,0,0,0,122329
8/1/1925,0.5,1,0,0,0,0,0,119461.1086,0,0,0,0,122329
9/1/1925,0.5,1,0,0,0,0,0,82295.43039,0,0,0,0,122329
10/1/1925,0.5,1,0,0,0,0,0,0,0,0,0,0,122329
11/1/1925,0.5,1,0,0,0,0,0,0,0,0,0,0,122329
12/1/1925,0.5,1,0,0,0,0,0,0,0,0,0,0,122329
1/1/1926,0.5,1,0,0,0,0,0,0,0,0,0,0,122329
2/1/1926,0.5,1,0,0,14235639.9,30904873.24,0,5775375.74,0,0,0,0,122329
3/1/1926,0.5,1,0,0,0,0,0,35838.33259,0,0,0,0,122329
4/1/1926,0.5,1,0,0,0,13949075.45,205738.576,205738.576,0,0,0,759463.3794,122329
5/1/1926,0.5,1,0,0,0,0,0,199101.8477,0,0,0,911010.4145,122329
6/1/1926,0.5,1,0,0,0,0,0,123443.1456,0,0,0,391643.9532,122329
7/1/1926,0.5,1,0,0,0,0,0,119461.1086,0,0,0,0,122329
8/1/1926,0.5,1,0,0,0,0,0,119461.1086,0,0,0,0,122329
9/1/1926,0.5,1,0,0,0,0,0,82295.43039,0,0,0,0,122329
10/1/1926,0.5,1,0,0,0,0,0,0,0,0,0,0,122329
11/1/1926,0.5,1,0,0,3431719.447,4773134.963,0,0,0,0,0,0,122329
12/1/1926,0.5,1,0,0,8147247.609,22140125.47,0,1951198.108,0,0,0,0,122329
1/1/1927,0.5,1,0,0,1923323.849,0,0,955688.8691,0,0,0,0,122329
2/1/1927,0.5,1,0,0,24265395.48,123443145.6,13975527.55,8156064.976,0,0,0,0,122329
3/1/1927,0.5,1,0,0,8724642.967,13777847.86,0,2628144.39,0,0,0,0,122329
4/1/1927,0.5,1,0,0,7266686.504,17528926.67,0,2880340.064,0,0,0,627173.475,122329
5/1/1927,0.5,1,0,0,0,0,0,199101.8477,0,0,0,1254978.767,122329
6/1/1927,0.5,1,0,0,0,0,0,123443.1456,0,0,0,1249203.486,122329
7/1/1927,0.5,1,0,0,0,0,0,119461.1086,0,0,0,0,122329
8/1/1927,0.5,1,0,0,0,0,0,119461.1086,0,0,0,0,122329
9/1/1927,0.5,1,0,0,0,0,0,82295.43039,0,0,0,0,122329
10/1/1927,0.5,1,0,0,0,0,0,0,0,0,0,0,122329
11/1/1927,0.5,1,0,0,0,0,0,0,0,0,0,0,122329
12/1/1927,0.5,1,0,0,183173.6999,0,0,410149.8063,0,0,0,0,122329
1/1/1928,0.5,1,0,0,0,0,0,517664.8041,0,0,0,0,122329
2/1/1928,0.5,1,0,0,5984864.231,0,0,2681695.921,0,0,0,0,122329
3/1/1928,0.5,1,0,0,6857067.636,54952109.97,27356593.88,1397694.971,0,0,0,297577.6216,122329
4/1/1928,0.5,1,0,0,7291375.133,9093645.058,1645908.608,2798044.633,0,0,0,443654.6652,122329
5/1/1928,0.5,1,0,0,0,0,0,199101.8477,0,0,0,793739.4261,122329
6/1/1928,0.5,1,0,0,0,0,0,123443.1456,0,0,0,425755.4091,122329
7/1/1928,0.5,1,0,0,0,0,0,119461.1086,0,0,0,0,122329
8/1/1928,0.5,1,0,0,0,0,0,119461.1086,0,0,0,0,122329
9/1/1928,0.5,1,0,0,0,0,0,82295.43039,0,0,0,0,122329
10/1/1928,0.5,1,0,0,0,0,0,0,0,0,0,0,122329
11/1/1928,0.5,1,0,0,0,0,0,0,0,0,0,0,122329
12/1/1928,0.5,1,0,0,0,0,0,0,0,0,0,0,122329
1/1/1929,0.5,1,0,0,0,0,0,0,0,0,0,0,122329
2/1/1929,0.5,1,0,0,1900142.705,0,0,0,0,0,0,0,122329
3/1/1929,0.5,1,0,0,0,0,0,199101.8477,0,0,0,0,122329
4/1/1929,0.5,1,0,0,0,0,0,205738.576,0,0,0,303011.7747,122329
5/1/1929,0.5,1,0,0,0,0,0,199101.8477,0,0,0,807796.0166,122329
6/1/1929,0.5,1,0,0,0,0,0,123443.1456,0,0,0,532410.2869,122329
7/1/1929,0.5,1,0,0,0,0,0,119461.1086,0,0,0,0,122329
8/1/1929,0.5,1,0,0,0,0,0,119461.1086,0,0,0,0,122329
9/1/1929,0.5,1,0,0,0,0,0,82295.43039,0,0,0,0,122329
10/1/1929,0.5,1,0,0,0,0,0,0,0,0,0,0,122329
11/1/1929,0.5,1,0,0,0,0,0,0,0,0,0,0,122329
12/1/1929,0.5,1,0,0,4157246.581,9118864.626,0,915868.4995,0,0,0,0,122329
1/1/1930,0.5,1,0,0,704820.5409,0,0,438024.065,0,0,0,0,122329
2/1/1930,0.5,1,0,0,2318967.664,0,0,440868.3771,0,0,0,0,122329
3/1/1930,0.5,1,0,0,4993474.341,8242816.496,0,1513174.043,0,0,0,0,122329
4/1/1930,0.5,1,0,0,0,0,0,205738.576,0,0,0,468219.8512,122329
5/1/1930,0.5,1,0,0,0,0,0,199101.8477,0,0,0,586195.6601,122329
6/1/1930,0.5,1,0,0,0,0,0,123443.1456,0,0,0,628531.3496,122329
7/1/1930,0.5,1,0,0,0,0,0,119461.1086,0,0,0,0,122329
8/1/1930,0.5,1,0,0,0,0,0,119461.1086,0,0,0,0,122329
9/1/1930,0.5,1,0,0,0,0,0,82295.43039,0,0,0,0,122329
10/1/1930,0.5,1,0,0,0,0,0,0,0,0,0,0,122329
11/1/1930,0.5,1,0,0,0,0,0,0,0,0,0,0,122329
12/1/1930,0.5,1,0,0,0,0,0,0,0,0,0,0,122329
1/1/1931,0.5,1,0,0,91586.84995,0,0,79640.73909,0,0,0,0,122329
2/1/1931,0.5,1,0,0,0,0,0,88173.67542,0,0,0,0,122329
3/1/1931,0.5,1,0,0,0,0,0,79640.73909,0,0,0,0,122329
4/1/1931,0.5,1,0,0,0,0,0,205738.576,0,0,0,301242.423,122329
5/1/1931,0.5,1,0,0,0,0,0,199101.8477,0,0,0,483379.4659,122329
6/1/1931,0.5,1,0,0,0,0,0,123443.1456,0,0,0,210594.0064,122329
7/1/1931,0.5,1,0,0,0,0,0,119461.1086,0,0,0,0,122329
8/1/1931,0.5,1,0,0,0,0,0,119461.1086,0,0,0,0,122329
9/1/1931,0.5,1,0,0,0,0,0,82295.43039,0,0,0,0,122329
10/1/1931,0.5,1,0,0,0,0,0,0,0,0,0,0,122329
11/1/1931,0.5,1,0,0,0,0,0,0,0,0,0,0,122329
12/1/1931,0.5,1,0,0,4101498.063,3145809.194,0,0,0,0,0,0,122329
1/1/1932,0.5,1,0,0,2166228.103,1592814.782,0,1513174.043,0,0,0,0,122329
2/1/1932,0.5,1,0,0,0,0,0,153239.7669,0,0,0,0,122329
3/1/1932,0.5,1,0,0,0,0,0,199101.8477,0,0,0,0,122329
4/1/1932,0.5,1,0,0,0,0,0,205738.576,0,0,0,599193.0287,122329
5/1/1932,0.5,1,0,0,0,0,0,199101.8477,0,0,0,1213326.66,122329
6/1/1932,0.5,1,0,0,0,0,0,123443.1456,0,0,0,1440252.327,122329
7/1/1932,0.5,1,0,0,0,0,0,119461.1086,0,0,0,627449.5629,122329
8/1/1932,0.5,1,0,0,0,0,0,119461.1086,0,0,0,0,122329
9/1/1932,0.5,1,0,0,0,0,0,82295.43039,0,0,0,0,122329
10/1/1932,0.5,1,0,0,0,0,0,0,0,0,0,0,122329
11/1/1932,0.5,1,0,0,0,0,0,0,0,0,0,0,122329
12/1/1932,0.5,1,0,0,0,0,0,0,0,0,0,0,122329
1/1/1933,0.5,1,0,0,0,0,0,199101.8477,0,0,0,0,122329
2/1/1933,0.5,1,0,0,0,0,0,220434.1886,0,0,0,0,122329
3/1/1933,0.5,1,0,0,0,0,0,199101.8477,0,0,0,0,122329
4/1/1933,0.5,1,0,0,0,0,0,205738.576,0,0,0,439169.5643,122329
5/1/1933,0.5,1,0,0,0,0,0,27874.25868,0,0,0,590177.697,122329
6/1/1933,0.5,1,0,0,0,0,0,123443.1456,0,0,0,1127159.362,122329
7/1/1933,0.5,1,0,0,0,0,0,119461.1086,0,0,0,374868.9589,122329
8/1/1933,0.5,1,0,0,0,0,0,119461.1086,0,0,0,0,122329
9/1/1933,0.5,1,0,0,0,0,0,82295.43039,0,0,0,0,122329
10/1/1933,0.5,1,0,0,0,0,0,0,0,0,0,0,122329
11/1/1933,0.5,1,0,0,0,0,0,0,0,0,0,0,122329
12/1/1933,0.5,1,0,0,79640.73909,0,0,0,0,0,0,0,122329
1/1/1934,0.5,1,0,0,3635599.739,0,0,1752096.26,0,0,0,0,122329
2/1/1934,0.5,1,0,0,0,0,0,387964.1719,0,0,0,0,122329
3/1/1934,0.5,1,0,0,111497.0347,0,0,79640.73909,0,0,0,290728.518,122329
4/1/1934,0.5,1,0,0,0,0,0,205738.576,0,0,0,480811.0521,122329
5/1/1934,0.5,1,0,0,0,0,0,211047.9586,0,0,0,389602.4956,122329
6/1/1934,0.5,1,0,0,0,0,0,82295.43039,0,0,0,0,122329
7/1/1934,0.5,1,0,0,0,0,0,139371.2934,0,0,0,0,122329
8/1/1934,0.5,1,0,0,0,0,0,135389.2565,0,0,0,0,122329
9/1/1934,0.5,1,0,0,0,0,0,32918.17216,0,0,0,0,122329
10/1/1934,0.5,1,0,0,0,0,0,0,0,0,0,0,122329
11/1/1934,0.5,1,0,0,0,0,0,0,0,0,0,0,122329
12/1/1934,0.5,1,0,0,0,0,0,0,0,0,0,0,122329
1/1/1935,0.5,1,23892.22173,712784.6149,3181647.527,79640.73909,0,2349401.803,0,0,0,0,122329
2/1/1935,0.5,1,0,0,52904.20525,0,0,211616.821,0,0,0,0,122329
3/1/1935,0.5,1,63712.59127,2194102.362,3735150.663,398203.6955,0,3743114.737,0,0,0,0,122329
4/1/1935,0.5,1,1423710.946,11648918.17,12570626.99,74189330.5,576068.0128,2263124.336,0,0,0,759339.9362,122329
5/1/1935,0.5,1,0,0,461916.2867,0,0,199101.8477,0,0,0,1079649.679,122329
6/1/1935,0.5,1,0,0,0,0,0,123443.1456,0,0,0,1149543.719,122329
7/1/1935,0.5,1,0,0,0,0,0,51766.48041,0,0,0,0,122329
8/1/1935,0.5,1,0,0,0,0,0,0,0,0,0,0,122329
9/1/1935,0.5,1,0,0,0,0,0,0,0,0,0,0,122329
10/1/1935,0.5,1,0,0,0,0,0,0,0,0,0,0,122329
11/1/1935,0.5,1,0,0,0,0,0,0,0,0,0,0,122329
12/1/1935,0.5,1,0,0,0,0,0,0,0,0,0,0,122329
1/1/1936,0.5,1,1756078.297,13698207.12,9198505.365,30263480.85,0,1552994.412,0,0,0,0,122329
2/1/1936,0.5,1,1430237.825,20959794.79,14366228.15,78365114.15,15877342.52,4384359.999,0,0,0,0,122329
3/1/1936,0.5,1,0,434042.028,3886468.068,5773953.584,0,995509.2386,0,0,0,0,122329
4/1/1936,0.5,1,0,246886.2912,1127447.396,0,0,193394.2614,0,0,0,871961.2327,122329
5/1/1936,0.5,1,0,0,0,0,0,31856.29564,0,0,0,1340592.561,122329
6/1/1936,0.5,1,0,0,0,0,0,41147.7152,0,0,0,907060.2338,122329
7/1/1936,0.5,1,0,0,0,0,0,123443.1456,0,0,0,0,122329
8/1/1936,0.5,1,0,0,0,0,0,119461.1086,0,0,0,0,122329
9/1/1936,0.5,1,0,0,0,0,0,53492.02976,0,0,0,0,122329
10/1/1936,0.5,1,0,0,0,0,0,0,0,0,0,0,122329
11/1/1936,0.5,1,0,0,0,0,0,0,0,0,0,0,122329
12/1/1936,0.5,1,0,0,0,0,0,0,0,0,0,0,122329
1/1/1937,0.5,1,0,0,0,0,0,0,0,0,0,0,122329
2/1/1937,0.5,1,0,1657665.098,2693705.784,1895734.022,0,3394686.504,0,0,0,733604.9795,122329
3/1/1937,0.5,1,533592.9519,10217906.83,13144703.99,24489527.27,0,3703294.368,0,0,0,0,122329
4/1/1937,0.5,1,0,2259009.564,6958078.64,1110988.31,0,740658.8735,0,0,0,705683.3156,122329
5/1/1937,0.5,1,0,0,0,0,0,0,0,0,0,1729717.212,122329
6/1/1937,0.5,1,0,0,0,0,0,222197.6621,0,0,0,1291544.485,122329
7/1/1937,0.5,1,0,0,0,0,0,151317.4043,0,0,0,0,122329
8/1/1937,0.5,1,0,0,0,0,0,175209.626,0,0,0,0,122329
9/1/1937,0.5,1,0,0,0,0,0,160476.0893,0,0,0,0,122329
10/1/1937,0.5,1,0,0,0,0,0,0,0,0,0,0,122329
11/1/1937,0.5,1,855872.4761,8283035.069,7805721.573,16911710.95,0,0,0,0,0,0,122329
12/1/1937,0.5,1,3046258.27,13065063.25,12149194.75,68769778.2,12105392.34,0,0,0,0,0,122329
1/1/1938,0.5,1,0,2146317.918,4045749.546,0,0,5017366.563,0,0,0,0,122329
2/1/1938,0.5,1,13204007.89,46463118.26,30499274.33,96065219.37,21249855.78,8376499.165,0,0,0,0,122329
3/1/1938,0.5,1,11348805.32,42106058.76,32525277.84,152432374.6,2588324.02,8123355.387,0,0,0,903364.9035,122329
4/1/1938,0.5,1,0,18627570.67,24030265.67,66206673.75,0,2139681.19,0,0,0,884264.3996,122329
5/1/1938,0.5,1,0,1823772.925,11400571.8,23095814.34,18158088.51,876048.13,0,0,0,1631400.72,122329
6/1/1938,0.5,1,0,0,0,0,4731987.248,189279.4899,0,0,0,2048909.33,122329
7/1/1938,0.5,1,0,0,0,0,0,3982.036955,0,0,0,965643.9615,122329
8/1/1938,0.5,1,0,0,0,0,0,3982.036955,0,0,0,0,122329
9/1/1938,0.5,1,0,0,0,0,0,4114.77152,0,0,0,0,122329
10/1/1938,0.5,1,0,0,0,0,0,0,0,0,0,0,122329
11/1/1938,0.5,1,0,0,0,0,0,0,0,0,0,0,122329
12/1/1938,0.5,1,0,0,0,0,0,0,0,0,0,0,122329
1/1/1939,0.5,1,0,0,0,0,0,0,0,0,0,0,122329
2/1/1939,0.5,1,0,0,0,0,0,0,0,0,0,0,122329
3/1/1939,0.5,1,0,0,334491.1042,0,0,0,0,0,0,0,122329
4/1/1939,0.5,1,0,0,0,0,0,41147.7152,0,0,0,630300.7014,122329
5/1/1939,0.5,1,0,0,0,0,0,242904.2542,0,0,0,609570.217,122329
6/1/1939,0.5,1,0,0,0,0,0,172820.4038,0,0,0,365967.779,122329
7/1/1939,0.5,1,0,0,0,0,0,183173.6999,0,0,0,0,122329
8/1/1939,0.5,1,0,0,0,0,0,143353.3304,0,0,0,0,122329
9/1/1939,0.5,1,0,0,0,0,0,16459.08608,0,0,0,0,122329
10/1/1939,0.5,1,0,0,0,0,0,0,0,0,0,0,122329
11/1/1939,0.5,1,0,0,0,0,0,0,0,0,0,0,122329
12/1/1939,0.5,1,0,0,0,0,0,0,0,0,0,0,122329
1/1/1940,0.5,1,915868.4995,17258148.16,11273146.62,13459284.91,477844.4345,5415570.258,424763.8819,212362.0308,0,0,122329
2/1/1940,0.5,1,2851962.329,20687368.54,16405168.38,36437011.25,10428817.47,1149298.252,18218505.62,9109252.812,0,0,122329
3/1/1940,0.5,1,3544012.89,24740395.6,16441830.59,110700627.3,22379047.68,2030838.847,9317966.474,4658983.237,0,0,122329
4/1/1940,0.5,1,2291927.736,20174724.76,12772250.8,77851477.15,12508905.42,12344314.56,3730739.894,1865349.373,0,687784.0595,122329
5/1/1940,0.5,1,0,0,0,0,0,131407.2195,0,0,0,1344654.239,122329
6/1/1940,0.5,1,0,0,0,0,0,90524.97343,0,0,0,933559.3624,122329
7/1/1940,0.5,1,0,0,0,0,0,95568.88691,0,0,0,0,122329
8/1/1940,0.5,1,0,0,0,0,0,139371.2934,0,0,0,0,122329
9/1/1940,0.5,1,0,0,0,0,0,86410.20191,0,0,0,0,122329
10/1/1940,0.5,1,0,0,0,0,0,0,0,0,0,0,122329
11/1/1940,0.5,1,0,0,0,0,0,0,0,0,0,0,122329
12/1/1940,0.5,1,8919762.778,35515787.6,10357278.12,54314984.06,1592814.782,2333473.655,6052696.171,3026348.085,0,0,122329
1/1/1941,0.5,1,7900361.318,59089446.37,22801143.6,75340139.18,1194611.086,14287548.59,2362661.986,1181350.903,0,0,122329
2/1/1941,0.5,1,7402180.052,55549415.52,24102274.18,96506087.75,1719386.671,12569157.43,6201563.2,3100759.557,0,0,122329
3/1/1941,0.5,1,7864522.985,39402255.66,16405992.25,73229659.59,915868.4995,12284584,8309197.052,4154578.616,0,0,122329
4/1/1941,0.5,1,6229764.081,48060531.35,17347876.73,56084335.81,822954.3039,5731876.727,4251916.854,2125979.001,0,0,122329
5/1/1941,0.5,1,0,67694.62823,3575869.185,3384731.411,438024.065,1110988.31,0,0,0,1604083.946,122329
6/1/1941,0.5,1,0,0,0,0,0,576068.0128,0,0,0,1628379.681,122329
7/1/1941,0.5,1,0,0,0,0,0,119461.1086,0,0,0,832643.9272,122329
8/1/1941,0.5,1,0,0,0,0,0,127425.1825,0,0,0,0,122329
9/1/1941,0.5,1,0,0,0,0,0,131672.6886,0,0,0,0,122329
10/1/1941,0.5,1,0,0,0,0,0,3982.036955,0,0,0,0,122329
11/1/1941,0.5,1,0,0,0,0,0,0,0,0,0,0,122329
12/1/1941,0.5,1,1740150.149,26520366.12,11448356.24,22179945.84,358383.3259,1055239.793,0,0,0,0,122329
1/1/1942,0.5,1,4961618.045,30104199.38,10281619.42,41970669.5,5973055.432,3328982.894,2946707.346,1473353.673,0,0,122329
2/1/1942,0.5,1,11660968.57,55315755.28,22550417.49,130673387,11903446.18,13230460,14842583.39,7421269.652,0,0,122329
3/1/1942,0.5,1,0,0,0,0,0,2026856.81,0,0,0,0,122329
4/1/1942,0.5,1,0,9311727.949,10393912.86,17035154.09,781806.5887,1596531.35,0,0,0,623223.2944,122329
5/1/1942,0.5,1,0,0,378293.5107,0,79640.73909,1194611.086,0,0,0,1072681.115,122329
6/1/1942,0.5,1,0,0,0,0,0,711855.4729,0,0,0,1493209.437,122329
7/1/1942,0.5,1,0,0,0,0,0,159281.4782,0,0,0,622113.6334,122329
8/1/1942,0.5,1,0,0,0,0,0,119461.1086,0,0,0,0,122329
9/1/1942,0.5,1,0,0,0,0,0,74065.88735,0,0,0,0,122329
10/1/1942,0.5,1,0,0,0,0,0,3982.036955,0,0,0,0,122329
11/1/1942,0.5,1,0,0,0,0,0,12344.31456,0,0,0,0,122329
12/1/1942,0.5,1,0,159281.4782,1341946.454,0,0,657036.0975,0,0,0,0,122329
1/1/1943,0.5,1,4766498.235,32322193.96,9341858.695,57142230.3,3988527.675,4005929.176,4990806.376,2495423.098,0,0,122329
2/1/1943,0.5,1,96991.04296,6776146.956,10475032.64,15915348.41,333252.4063,3645981.479,0,0,0,0,122329
3/1/1943,0.5,1,207065.9216,11591709.57,11874434.2,29307791.99,5690211.347,1676437.558,0,0,0,652138.192,122329
4/1/1943,0.5,1,0,0,3217751.328,0,1645.908608,567838.4697,0,0,0,801392.9012,122329
5/1/1943,0.5,1,0,0,215029.9955,0,0,513682.7671,0,0,0,1306426.684,122329
6/1/1943,0.5,1,0,0,0,0,0,94639.74495,0,0,0,851222.7843,122329
7/1/1943,0.5,1,0,0,0,0,0,83622.77604,0,0,0,0,122329
8/1/1943,0.5,1,0,0,0,0,0,119461.1086,0,0,0,0,122329
9/1/1943,0.5,1,0,0,0,0,0,160476.0893,0,0,0,0,122329
10/1/1943,0.5,1,0,0,0,0,0,7964.073909,0,0,0,0,122329
11/1/1943,0.5,1,0,0,0,0,0,0,0,0,0,0,122329
12/1/1943,0.5,1,0,0,0,0,0,0,0,0,0,0,122329
1/1/1944,0.5,1,0,0,0,0,0,0,0,0,0,0,122329
2/1/1944,0.5,1,0,0,353302.796,0,0,940721.9026,0,0,0,0,122329
3/1/1944,0.5,1,0,131407.2195,0,0,0,410149.8063,0,0,0,0,122329
4/1/1944,0.5,1,0,0,0,0,0,119328.3741,0,0,0,347533.6026,122329
5/1/1944,0.5,1,0,0,0,0,0,318562.9564,0,0,0,960586.7745,122329
6/1/1944,0.5,1,0,0,0,0,0,329181.7216,0,0,0,733663.762,122329
7/1/1944,0.5,1,0,0,0,0,0,330509.0672,0,0,0,345083.3225,122329
8/1/1944,0.5,1,0,0,0,0,0,366347.3998,0,0,0,0,122329
9/1/1944,0.5,1,0,0,0,0,0,279804.4633,0,0,0,0,122329
10/1/1944,0.5,1,0,0,0,0,0,39820.36955,0,0,0,0,122329
11/1/1944,0.5,1,0,0,0,0,0,8229.543039,0,0,0,0,122329
12/1/1944,0.5,1,0,0,0,0,0,0,0,0,0,0,122329
1/1/1945,0.5,1,0,0,0,0,0,187155.7369,0,0,0,0,122329
2/1/1945,0.5,1,0,3302104.145,4117710.642,23718718.69,728402.7327,987545.1647,0,0,0,0,122329
3/1/1945,0.5,1,0,0,286706.6607,0,0,509700.7302,0,0,0,0,122329
4/1/1945,0.5,1,0,0,0,0,0,419706.695,0,0,0,657746.2274,122329
5/1/1945,0.5,1,0,0,0,0,0,326527.0303,0,0,0,1186686.833,122329
6/1/1945,0.5,1,0,0,0,0,0,308607.864,0,0,0,1292367.439,122329
7/1/1945,0.5,1,0,0,0,0,0,330509.0672,0,0,0,590018.4155,122329
8/1/1945,0.5,1,0,0,0,0,0,326527.0303,0,0,0,0,122329
9/1/1945,0.5,1,0,0,0,0,0,230427.2051,0,0,0,0,122329
10/1/1945,0.5,1,0,0,0,0,0,119461.1086,0,0,0,0,122329
11/1/1945,0.5,1,0,0,0,0,0,0,0,0,0,0,122329
12/1/1945,0.5,1,1537066.264,21343718.08,7537995.955,40616776.94,668185.801,2305599.397,0,0,0,0,122329
1/1/1946,0.5,1,310598.8825,15251201.54,11758955.13,30860786.4,368019.8553,2739641.425,0,0,0,0,122329
2/1/1946,0.5,1,0,0,0,0,0,480546.531,0,0,0,0,122329
3/1/1946,0.5,1,0,0,0,0,0,199101.8477,0,0,0,0,122329
4/1/1946,0.5,1,0,0,0,0,0,366214.6652,0,0,0,751809.9044,122329
5/1/1946,0.5,1,0,0,0,0,0,179191.663,0,0,0,1111466.155,122329
6/1/1946,0.5,1,0,0,0,0,0,156361.3177,0,0,0,685891.2646,122329
7/1/1946,0.5,1,0,0,0,0,0,175209.626,0,0,0,0,122329
8/1/1946,0.5,1,0,0,0,0,0,175209.626,0,0,0,0,122329
9/1/1946,0.5,1,0,0,0,0,0,135787.4601,0,0,0,0,122329
10/1/1946,0.5,1,0,0,0,0,0,7964.073909,0,0,0,0,122329
11/1/1946,0.5,1,0,0,0,0,0,20573.8576,0,0,0,0,122329
12/1/1946,0.5,1,0,0,0,0,0,410149.8063,0,0,0,0,122329
1/1/1947,0.5,1,0,0,0,0,0,0,0,0,0,0,122329
2/1/1947,0.5,1,0,1093353.575,1027223.319,0,0,524633.3688,0,0,0,0,122329
3/1/1947,0.5,1,0,0,95568.88691,0,0,242904.2542,0,0,0,0,122329
4/1/1947,0.5,1,0,0,0,0,0,288034.0064,0,0,0,466039.0223,122329
5/1/1947,0.5,1,0,0,0,0,0,115479.0717,0,0,0,893409.8111,122329
